y;x;Linie;Km;BPS;BPS Name;PerronTyp;P-Nr;Kanten-L=;PK-H=;Bem Hohe;Hilfstritt;H-Verl;Bem H-Verlauf;Material;Bem Material;Kantenkrone;Bem Kantenkrone;Auftritt;Bem Auftritt;Fotos;FID;y2;x2;1_koord;2_koord
606853.075;253637.735;230;103.358;ZWG;Zwingen;Mittelperron;3/4;222.84;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35354222;607044.601;253745.74;47.4335019109, 7.5294634397;47.4344713147, 7.53200384766
611490.273;254489.063;230;108.862;GREL;Grellingen;Hausperron;2;223.39;P 55;;;konstant;;Fertigelement;;Beton;;Andere;alte Perronkante;0;35371409;611711.509;254517.159;47.4410946517, 7.59095226868;47.4413434699, 7.59388594991
612345.318;255789.873;230;110.885;DUG;Duggingen;Hausperron;514;220.28;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35344348;612503.051;255943.632;47.4527787807, 7.60232347978;47.4541587281, 7.60441930758
612440.151;257571.869;230;113.125;AE;Aesch;Aussenperron;3;170.2;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35331211;612409.299;257404.693;47.4688042664, 7.60363040698;47.4673012697, 7.60321655788
593162.693;245629.406;240;84.764;DMT;Delemont;Mittelperron;2/3;360.85;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35355162;593509.957;245726.931;47.3614721251, 7.34811801815;47.3623528457, 7.35271342665
589012.152;242716.185;240;89.951;CFV;Courfaivre;Mittelperron;1/2;159.14;P 55;;;konstant;;Fertigelement;;Andere;Pave;Gitterrost;;0;35351547;588853.169;242709.137;47.335213063, 7.29324808555;47.3351469826, 7.29114479524
582657.747;242743.218;240;96.41;GLO;Glovelier;Zwischenperron;1/3;170.53;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;Grille sur le cote (DMT);0;35362680;582809.176;242664.791;47.3353188808, 7.20917358625;47.3346174682, 7.21118012995
579463.95;246327.923;240;101.595;SU;St-Ursanne;Hilfskante;1/2;121.81;P 20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35371261;579347.838;246364.719;47.3674685112, 7.16675224933;47.3677958181, 7.16521337026
579463.254;246328.097;240;101.596;SU;St-Ursanne;Hilfskante;1/2;121.09;P 20;;;konstant;;Fertigelement;;Beton;;Kein;;0;166917192;579347.838;246364.719;47.3674700544, 7.16674302717;47.3677958181, 7.16521337026
576246.001;250522.083;240;107.794;CG;Courgenay;Mittelperron;1/2;14.74;P 20;;vorhanden;nicht konstant;;Fertigelement;;Naturstein;;Beton;;0;35365339;576256.156;250532.772;47.4050828469, 7.12392724531;47.4051793525, 7.12406120933
576252.863;250535.906;240;107.809;CG;Courgenay;Mittelperron;1/2;161.11;P 55;;vorhanden;konstant;;Fertigelement;;Andere;Pave;Gitterrost;;0;35365313;576363.059;250653.434;47.4052074208, 7.12401741631;47.4062684596, 7.12547106349
572952.325;252231.81;240;112.834;POR;Porrentruy;Mittelperron;2/3;149.89;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35328196;572989.663;252376.971;47.4203327141, 7.08018873242;47.4216398357, 7.08067472218
572937.679;252235.389;240;112.834;POR;Porrentruy;Hausperron;1;150.18;P 55;;;konstant;;Fertigelement;;Beton;;Andere;Ancien quai;0;35322562;572975.077;252380.841;47.4203642998, 7.07999442881;47.4216740418, 7.08048119156
571151.29;256105.726;240;117.894;CTM;Courtemaiche;Zwischenperron;2;150.03;P 35;;vorhanden;Karrenueberfahrten;;Fertigelement;;Beton;;Gitterrost;;0;35343949;571083.401;256239.511;47.4550978884, 7.05607065666;47.4562981496, 7.05516171849
571134.035;256146.119;240;117.938;CTM;Courtemaiche;Hilfskante;3;106.18;P 20;;;Karrenueberfahrten;;Ortsbeton;;Beton;;Kein;;0;35333555;571085.965;256240.788;47.4554604205, 7.05583922565;47.4563097479, 7.05519563604
568199.787;260200.635;240;123.26;BCT;Boncourt;Zwischenperron;2/3;152.8;P 20;;vorhanden;konstant;;Fertigelement;;Beton;;Kein;;0;96761965;568159.3;260347.969;47.4917903797, 7.01663953382;47.4931135046, 7.01609172741
540010.832;151789.388;250;2.287;PUN;Pully-Nord;Aussenperron;1;177.53;P 20;;;nicht konstant;;Mauerwerk;;Naturstein;;Kein;;0;35322515;540188.356;151787.902;46.5147105637, 6.65695589963;46.514713114, 6.65926915389
540012.44;151795.941;250;2.289;PUN;Pully-Nord;Aussenperron;2;176.95;P 20;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35322495;540189.381;151794.552;46.5147696533, 6.65697599886;46.5147730235, 6.65928164682
543176.084;151263.924;250;5.676;BOSS;Bossiere;Aussenperron;1;170.55;P 20;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35336552;543305.503;151153.134;46.5102606434, 6.69826271441;46.5092750601, 6.69996247556
544942.419;149737.396;250;8.213;GRV;Grandvaux;Hausperron;1/2;106.68;P 55;;;konstant;;Ortsbeton;;Naturstein;;Beton;;0;35315445;545045.988;149762.971;46.496677081, 6.72145775788;46.4969156595, 6.72280373282
548264.484;149264.621;250;12.014;PUI;Puidoux-Chexbres;Mittelperron;2/3;34.92;P 25;;;nicht konstant;;Mauerwerk;;Naturstein;;Kein;;0;35340190;548285.019;149292.514;46.4926898131, 6.76478196639;46.4929423079, 6.76504629747
549864.335;150907.156;250;14.529;MRL;Moreillon;Aussenperron;1;148.11;P 20;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35325228;549906.131;151049.251;46.5075868505, 6.78544066992;46.5088681719, 6.78596975679
563358.924;174389.45;250;44.904;VZ;Villaz-St-Pierre;Aussenperron;1;189.68;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35314100;563482.987;174532.54;46.7196955948, 6.95937794209;46.7209895553, 6.96098920022
569083.314;177867.032;250;52.361;COT;Cottens;Aussenperron;2;176.93;P 20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35338707;569259.568;177879.485;46.7512683823, 7.03401524591;46.751388579, 7.03632108589
571166.581;181299.394;250;57.456;ROS;Rose;Aussenperron;2;151.8;P 20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35375535;571308.253;181352.125;46.782237224, 7.06106263211;46.7827176924, 7.06291447933
571170.276;181292.763;250;57.456;ROS;Rose;Mittelperron;3/4;15.99;<=P20;P 5;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35363314;571184.326;181300.389;46.7821777366, 7.0611114365;46.7822469447, 7.0612949362
571311.051;181340.279;250;57.606;ROS;Rose;Mittelperron;3/4;18.04;<=P20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35322853;571328.67;181344.137;46.782611255, 7.06295186404;46.78264672, 7.06318234015
575350.949;182137.769;250;62.072;VG;Villars-sur-Glane;Hausperron;1;136.49;P 30;;;konstant;;Ortsbeton;;Andere;Elekent prefabrique;Kein;;0;35364476;575479.009;182090.688;46.789947241, 7.11581087069;46.7895284774, 7.11749056746
577906.397;183387.122;250;65.744;FRI;Fribourg/Freiburg;Mittelperron;4/5;297.89;P 30;;;konstant;;Fertigelement;;Beton;;Kein;;0;35365577;578043.369;183651.424;46.8012755941, 7.14921826707;46.8036576226, 7.15099978533
578403.584;184883.997;250;67.366;FRPO;Fribourg/Freiburg Poya;;;220.92;P 55;;nicht vorhanden;konstant;;Fertigelement;;Beton;;Gitterrost;;0;149293674;578523.754;185069.376;46.814756826, 7.15566015127;46.8164282696, 7.15722596282
588056.78;191260.975;250;80.458;WUE;Wunnewil;Aussenperron;2;61.61;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;160127931;588107.921;191295.338;46.8723641065, 7.28197635573;46.8726741337, 7.28264626293
593400.352;193553.075;250;86.823;THOD;Thorishaus Dorf;Aussenperron;2;11.0;P 55;;;konstant;;Andere;;Andere;;Kein;;0;135193825;593400.022;193542.078;46.893057297, 7.35203378383;46.8929583729, 7.35202961473
593393.161;193564.039;250;86.834;THOD;Thorishaus Dorf;Hausperron;1;178.18;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35373477;593370.482;193740.594;46.8931558487, 7.3519392632;46.8947437769, 7.35163907175
593748.277;194796.081;250;88.146;THO;Thorishaus Station;Aussenperron;2/3;49.31;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35312763;593762.837;194843.197;46.9042418445, 7.35658196446;46.9046658025, 7.3567724064
595242.006;197152.366;250;91.02;NWA;Niederwangen;Aussenperron;862;169.31;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35371629;595367.421;197266.111;46.9254496999, 7.37616164154;46.9264737604, 7.37780714461
596615.434;198398.943;250;92.875;BNBS;Bern Bumpliz Sud;Aussenperron;2;220.23;P 55;;;konstant;;Fertigelement;Perronrandwinkel 95/60/12cm;Beton;;Gitterrost;;0;35340545;596777.874;198547.645;46.9366714833, 7.39418506706;46.9380099125, 7.39631724784
597485.137;199195.41;250;94.054;BNAS;Bern Europaplatz;Aussenperron;965;49.4;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;135193361;597448.703;199162.043;46.9438398134, 7.40560199003;46.9435395282, 7.40512364585
599680.339;199654.974;250;96.748;BN;Bern;Mittelperron;5/6;212.19;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35310800;599884.911;199711.229;46.9479786017, 7.43443414211;46.9484847147, 7.43712124596
599686.477;199643.114;250;96.751;BN;Bern;Mittelperron;3/4;209.23;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35345642;599888.346;199697.695;46.9478719225, 7.43451477702;46.9483629749, 7.43716637183
599685.01;199648.292;250;96.751;BN;Bern;Mittelperron;3/4;209.22;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35353316;599886.724;199703.752;46.9479184987, 7.43449550307;46.9484174583, 7.43714506364
599874.408;199723.808;250;96.954;BN;Bern;;;240.1;P 55;;;;;;;;;;;0;168287455;599643.8;199657.072;46.948597862, 7.43698327848;46.947997451, 7.43395418718
552254.164;157871.452;251;25.864;CHAT;Chatillens;Hausperron;1;122.59;<=P20;P 15;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35324456;552154.1;157942.269;46.5704079153, 6.81585374358;46.5710377663, 6.81454122261
550471.12;167018.106;251;35.995;BZ;Bressonnaz;Aussenperron;1;143.46;P 20;;;Karrenueberfahrten;;Andere;Bois;Holzschwellen;;Kein;;0;35331313;550445.367;167157.883;46.6525543072, 6.7916111502;46.653809716, 6.7912596388
554365.612;173078.643;251;43.331;LUC;Lucens;Zwischenperron;2;71.39;P 20;P 15;;Karrenueberfahrten;;Fertigelement;;Andere;Element prefabrique;Kein;;0;35365531;554405.396;173137.915;46.7073484406, 6.84188175216;46.7078843319, 6.84239607903
556524.969;176118.306;251;47.153;HEN;Henniez;Hausperron;1;120.59;P 20;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35325318;556602.69;176210.498;46.7348354727, 6.86982953833;46.7356698353, 6.87083761856
558378.523;178696.703;251;50.357;GM;Granges-Marnand;Hausperron;1;123.09;<=P20;P 15;;Karrenueberfahrten;;Fertigelement;;Andere;Element prefabrique;Kein;;0;35343668;558437.322;178804.796;46.7581473045, 6.89384497149;46.7591233024, 6.8946047435
560081.481;181074.17;251;53.362;TREY;Trey;Hausperron;1;77.22;P 20;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35315408;560121.24;181140.368;46.7796375761, 6.91592679207;46.780235428, 6.91644161324
561937.137;185460.791;251;58.43;PAY;Payerne;Mittelperron;4/5;178.9;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;75520473;562054.747;185595.596;46.8192049933, 6.93985872079;46.8204243202, 6.94138861858
716790.776;96074.954;600;180.372;LG;Lugano;Mittelperron;2/3;209.13;P 55;;;konstant;;Ortsbeton;;Beton;;Beton;30cm;0;35369858;716837.675;95871.153;46.0061326688, 8.94638528125;46.0042916124, 8.94694000441
716837.675;95871.153;600;180.581;LG;Lugano;Mittelperron;2/3;69.71;P 25;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35373935;716853.528;95803.273;46.0042916124, 8.94694000441;46.003678371, 8.94712775645
717034.831;90538.083;600;187.171;MDE;Melide;Mittelperron;3/4;149.61;P 42;Incl.grad.ausiliare 20/24cm;vorhanden;konstant;;Andere;Granito;Andere;Acciaio inox;Kein;;0;35365908;717136.721;90429.782;45.9562930475, 8.94815986265;45.9553013716, 8.94944681314
717046.462;90483.465;600;187.221;MDE;Melide;Hausperron;1;112.03;<=P20;;;konstant;;Fertigelement;;Naturstein;;Kein;;0;35314504;717130.704;90410.407;45.9557998135, 8.94829628625;45.9551281601, 8.94936441452
719050.428;87980.78;600;190.928;MAR;Maroggia-Melano;Mittelperron;3/4;149.99;P 35;Incl. grad. ausiliare 16/19cm;vorhanden;konstant;;Fertigelement;Cemento;Andere;Acciaio inox;Kein;;0;35337058;719164.706;87883.645;45.9329415891, 8.9735051077;45.9320478668, 8.97495353699
719047.411;87977.126;600;190.928;MAR;Maroggia-Melano;Mittelperron;3/4;149.86;P 35;Incl. grad. ausiliario 16/19cm;vorhanden;konstant;;Fertigelement;Cemento;Andere;Acciaio inox;Kein;;0;35320763;719160.045;87878.279;45.9329092572, 8.9734652993;45.9320004278, 8.97489210668
719160.045;87878.279;600;191.119;MAR;Maroggia-Melano;Mittelperron;3/4;50.78;P 20;;;konstant;;Andere;Granito;Naturstein;;Kein;;0;35329422;719198.01;87844.707;45.9320004278, 8.97489210668;45.9316918036, 8.97537295892
719594.751;84758.179;600;194.486;CAP;Capolago-Riva S. Vitale;Mittelperron;2/3;230.44;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;169990531;719515.303;84542.279;45.9038626635, 8.97970485869;45.9019349753, 8.9786267714
719903.412;81912.795;600;197.592;MOSM;Mendrisio S. Martino;Aussenperron;1;221.28;P 55;;nicht vorhanden;konstant;;Fertigelement;;Beton;;Beton;;0;145686501;719926.891;81692.991;45.8782178139, 8.98295938593;45.8762368312, 8.98320597108
719648.281;80989.933;600;198.6;MEN;Mendrisio;Mittelperron;2/3;69.97;P 20;;;konstant;;Mauerwerk;Granito;Naturstein;;Kein;;0;127160936;719693.283;81043.265;45.8699631104, 8.97944079132;45.8704348033, 8.98003365787
719643.767;80993.739;600;198.6;MEN;Mendrisio;Mittelperron;2/3;69.98;P 20;;;konstant;;Mauerwerk;Granito;Naturstein;;Kein;;0;127160922;719690.438;81045.715;45.8699981375, 8.97938363898;45.8704573404, 8.97999764986
719506.55;80821.107;600;198.821;MEN;Mendrisio;Mittelperron;2/3;220.43;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;127160915;719648.281;80989.933;45.8684697868, 8.9775734444;45.8699631104, 8.97944079132
719480.135;80809.87;600;198.846;MEN;Mendrisio;Mittelperron;4/5;250.1;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;125076661;719640.506;81001.779;45.8683733868, 8.97723053896;45.870071022, 8.97934368899
721567.466;78544.375;600;203.383;BAL;Balerna;Mittelperron;2/3;199.26;P 30;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35324072;721710.807;78406.246;45.84762716, 9.00352073913;45.8463591614, 9.00532989168
721569.595;78546.564;600;203.383;BAL;Balerna;Mittelperron;2/3;199.0;P 30;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35364145;721713.082;78408.675;45.8476464647, 9.00354869942;45.8463805979, 9.0053597925
721604.175;78523.682;600;203.424;BAL;Balerna;Hausperron;1;180.11;P 25;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35364129;721734.074;78398.917;45.8474344694, 9.00398783398;45.8462890677, 9.00562742437
723501.909;76985.396;600;205.875;CHI;Chiasso;Mittelperron;4/5/7;120.09;P 20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35343786;723606.348;76926.154;45.8332567075, 9.0280084539;45.8327048771, 9.02933666449
723534.587;76973.435;600;205.909;CHI;Chiasso;Mittelperron;4/5/7;116.22;P 30;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35351715;723636.049;76916.763;45.8331431807, 9.02842575641;45.8326150016, 9.02971633044
723536.551;76974.088;600;205.911;CHI;Chiasso;Mittelperron;4/5/7;121.27;P 30;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35327822;723642.425;76914.958;45.8331486954, 9.02845119469;45.8325976052, 9.02979788934
723661.644;76915.635;600;206.049;CHI;Chiasso;Hilfskante;1/2;335.42;P 25;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35368122;723952.947;76749.662;45.8326001867, 9.03004532685;45.8310543027, 9.03374963357
723645.867;76801.325;600;206.09;CHI;Chiasso;Dienstperron;37/38;221.09;<=P20;;;konstant;;Andere;Asfalto;Andere;Asfalto;Kein;;0;35345063;723851.721;76721.119;45.8315750289, 9.02981251176;45.8308161121, 9.03243989224
723727.743;76870.72;600;206.128;CHI;Chiasso;Dienstperron;3/4;211.57;P 20;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35343180;723911.011;76765.09;45.8321841822, 9.03088398745;45.8312007223, 9.03321415987
723914.249;76745.527;600;206.353;CHI;Chiasso;Dienstperron;7/8;415.24;P 20;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35318692;723551.466;76947.544;45.8310241923, 9.03325069982;45.8329072549, 9.02863616119
723954.767;76753.865;600;206.383;CHI;Chiasso;Hausperron;1/13;125.4;P 30;;;Karrenueberfahrten;;Ortsbeton;;Naturstein;;Kein;;0;35308946;724065.041;76694.228;45.8310917691, 9.03377414775;45.83053525, 9.03517721129
723953.737;76750.94;600;206.384;CHI;Chiasso;Hilfskante;1/2;72.47;P 25;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35343773;724016.985;76715.6;45.8310656518, 9.03376013137;45.8307362532, 9.03456456893
710290.165;115156.256;630;166.473;GDA;Gordola;Hausperron;1;49.09;<=P20;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35364789;710242.487;115167.964;46.1788434707, 8.86696764187;46.1789565803, 8.86635307876
709149.759;114963.099;630;167.675;TEN;Tenero;Aussenperron;3;220.37;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35331478;708930.185;114981.517;46.1772919903, 8.85215684975;46.1774931954, 8.84931822166
705491.056;114337.861;630;171.686;LO;Locarno;Hausperron;1;43.56;P 25;;;konstant;;Fertigelement;;Naturstein;;Kein;;0;164755265;705534.559;114335.717;46.17225149, 8.80464464402;46.1722253915, 8.80520736545
709012.76;111370.25;631;167.024;MAG;Magadino-Vira;Hilfskante;3;24.32;<=P20;;;nicht konstant;;Fertigelement;;Beton;;Kein;;0;59250445;709034.849;111380.426;46.1449996312, 8.84954636757;46.1450875816, 8.84983456248
704061.801;108720.044;631;172.84;GER;Gerra (Gambarogno);Hausperron;1;2.65;<=P20;;;konstant;;Fertigelement;;Naturstein;;Kein;;0;68127899;704059.724;108718.404;46.1219457788, 8.78489274762;46.1219313489, 8.78486551871
714606.902;98154.524;633;177.968;LGV;Lugano Vedeggio;Zwischenperron;5;123.25;<=P20;;;konstant;;Andere;Asfalto;Andere;;Kein;;0;35316615;714572.169;98036.265;46.0252100978, 8.91870524468;46.0241523835, 8.91822799944
721481.815;77805.903;638;204.697;CHSM;Chiasso Smistamento;Dienstperron;7/8;675.17;<=P20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35361014;721286.585;77246.379;45.8410010831, 9.00222902783;45.8360039865, 8.9995736129
723816.608;76727.409;639;50.667;CHI;Chiasso;Dienstperron;38/39;426.09;<=P20;;;konstant;;Andere;Asfalto;Andere;Asfalto;Kein;;0;35345050;723438.699;76919.98;45.8308790971, 9.03198980717;45.8326799114, 9.02717817269
721282.044;77242.758;639;53.291;CHSM;Chiasso Smistamento;Dienstperron;7/8;684.86;<=P20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35369372;721478.98;77809.575;45.8359722339, 8.99951425968;45.8410346154, 9.00219349044
654904.38;255957.222;640;36.1;SBAD;Schinznach Bad;Aussenperron;2;178.83;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;6;35355936;654955.703;255785.944;47.4521117513, 8.16665949422;47.4505670538, 8.16731892068
654913.013;255956.404;640;36.103;SBAD;Schinznach Bad;Aussenperron;1;110.49;P 25;;;konstant;;Fertigelement;;Beton;;Kein;;2;35347917;654945.765;255850.882;47.4521036744, 8.16677386116;47.4511519133, 8.16719514444
654889.684;253454.327;640;38.647;HOBK;Holderbank AG;Aussenperron;1;152.52;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;3;35355921;654948.573;253314.488;47.4296027288, 8.16615707614;47.4283401452, 8.16692037835
651990.421;250534.526;641;43.451;RU;Rupperswil;Aussenperron;4;251.36;P 25;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;6;35356469;651751.819;250455.53;47.4035779016, 8.12739146237;47.4028862077, 8.12422149737
663353.1;253411.503;650;22.085;MELH;Mellingen Heitersberg;Aussenperron;1;318.91;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;teilw. auf best. Fundation;0;35372661;663046.511;253323.795;47.4284577137, 8.27832094076;47.4276983306, 8.2742452729
660133.755;251838.66;650;25.911;MAEG;Magenwil;Andere;1;88.67;P 30;;;Karrenueberfahrten;;Mauerwerk;;Naturstein;;Kein;;0;35345544;660052.927;251802.22;47.4146139694, 8.23544241242;47.4142936139, 8.23436655918
666894.375;217859.448;651;5.643;WAB;Waldibrucke;Aussenperron;1;121.4;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35372931;666834.779;217754.358;47.1083540105, 8.31996296735;47.1074148134, 8.31916232444
665291.45;224081.249;651;12.792;HOSA;Hochdorf Schonau;Aussenperron;1;112.84;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35322939;665179.765;224097.335;47.1644746522, 8.29974542914;47.1646303449, 8.29827487875
664450.897;224336.313;651;13.703;HO;Hochdorf;Mittelperron;2;120.12;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35329324;664381.424;224434.259;47.1668511699, 8.28869684208;47.1677388836, 8.28779458275
663796.561;226455.316;651;15.958;BLG;Baldegg;Mittelperron;1/2;29.39;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35365565;663795.157;226484.671;47.1859733851, 8.28036691693;47.1862375455, 8.28035254705
662642.673;229449.45;651;19.277;GELF;Gelfingen;Hausperron;1;107.35;P 35;;;nicht konstant;;Fertigelement;;Beton;;Kein;;0;35322803;662572.465;229530.389;47.2130135048, 8.26555970634;47.2137481325, 8.26464421852
657798.809;235424.799;651;27.195;BW;Beinwil am See;Mittelperron;1/2;118.95;P 35;;;nicht konstant;Anrampungen;Fertigelement;;Beton;;Kein;;0;35331388;657783.227;235542.676;47.267198064, 8.20238859284;47.268259626, 8.20219785362
657523.106;237735.785;651;29.532;BWL;Birrwil;Mittelperron;1/2;111.98;P 35;;;nicht konstant;;Fertigelement;;Beton;;Kein;;0;35328454;657513.348;237847.334;47.2880073461, 8.19904144077;47.2890114748, 8.19892673623
658047.018;249018.249;653;65.175;HDK;Hendschiken;Hausperron;1;53.8;P 55;;;konstant;;Fertigelement;Auf alter Mauer;Beton;Rutschsicherung;Gitterrost;;0;35360584;658080.802;248976.374;47.389435103, 8.20742737117;47.3890555115, 8.20786935919
658095.082;248958.923;653;65.251;HDK;Hendschiken;Hausperron;1;76.83;P 55;;;konstant;;Fertigelement;An Stahlpfahlen HEB 100;Beton;Rutschsicherung;Gitterrost;;0;35320010;658143.155;248898.991;47.3888973023, 8.20805621145;47.3883540469, 8.20868507948
660045.88;247354.753;653;67.787;DOT;Dottikon-Dintikon;Mittelperron;2/3;16.9;P 35;;;Andere;Anrampung auf P55;Fertigelement;;Beton;;Kein;;0;35354065;660059.526;247344.787;47.3742948877, 8.23367632088;47.3742040123, 8.23385565464
660046.885;247356.178;653;67.787;DOT;Dottikon-Dintikon;Mittelperron;2/3;16.99;P 35;;;Andere;Anrampung auf P55;Fertigelement;;Beton;;Kein;;0;35370770;660061.028;247346.756;47.3743076123, 8.23368981799;47.3742215842, 8.23387580493
666153.448;239835.214;653;77.584;BOS;Boswil-Bunzen;Mittelperron;1/2;193.24;P 30;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35324555;666297.716;239706.828;47.3060810264, 8.31342888333;47.3049118603, 8.31531753828
666156.665;239838.663;653;77.584;BOS;Boswil-Bunzen;Mittelperron;1/2;192.94;P 30;;;Karrenueberfahrten;;Ortsbeton;;Naturstein;;Kein;;0;35356825;666300.829;239710.455;47.3061117238, 8.31347192921;47.3049441683, 8.31535923547
670103.267;233377.93;653;85.295;BNZ;Benzenschwil;Hausperron;2;84.68;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35369241;670154.903;233310.898;47.2475971725, 8.36464846409;47.2469888079, 8.36532002596
670154.903;233310.898;653;85.38;BNZ;Benzenschwil;Hausperron;2;97.77;P 55;;;konstant;;Fertigelement;;Beton;;Andere;davor alte Perronkannte;0;35352556;670224.852;233242.683;47.2469888079, 8.36532002596;47.2463678529, 8.36623326321
673243.967;224392.406;653;95.158;OI;Oberruti;Zwischenperron;1/2;101.59;P 30;Inkl. Hilfstritt 20 cm;;konstant;;Fertigelement;;Andere;Stahlblech;Kein;;0;35363181;673269.364;224294.046;47.1664406461, 8.40467012021;47.1655531754, 8.40498908336
681740.959;226435.548;660;28.082;BAAL;Baar Lindenpark;Zwischenperron;1;150.0;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35349870;681729.266;226286.001;47.1838211102, 8.51709693625;47.1824775475, 8.51691557164
681659.279;225602.126;660;28.92;ZG;Zug;Mittelperron;5/6;65.79;P 25;;;Karrenueberfahrten;;Fertigelement;;Naturstein;;Kein;;0;35369732;681653.786;225536.567;47.1763354959, 8.51586847276;47.175746543, 8.51578414853
681648.216;225536.933;660;28.985;ZG;Zug;Mittelperron;5/6;123.15;P 55;;;konstant;;Fertigelement;;Naturstein;;Beton;;0;35363453;681633.039;225414.872;47.1757505224, 8.51571074606;47.1746545913, 8.51548846576
681533.131;225239.394;660;38.926;ZG;Zug;Mittelperron;4;37.13;P 25;;;Karrenueberfahrten;;Fertigelement;;Naturstein;;Kein;;0;35348560;681500.55;225221.636;47.1730886822, 8.51413897494;47.1729329839, 8.5137060413
681078.616;225276.053;660;39.4;ZGSE;Zug Schutzengel;Aussenperron;2;149.97;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35318614;680941.246;225336.221;47.1734742627, 8.50815076696;47.174032234, 8.50634971817
678347.921;226258.44;660;42.35;CHAA;Cham Alpenblick;Aussenperron;1;150.15;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35319906;678211.595;226195.546;47.1826389142, 8.47230462815;47.1820893852, 8.47049532187
677350.41;225791.035;660;43.451;CHAM;Cham;Mittelperron;2/3;229.3;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35311130;677141.509;225696.585;47.1785525097, 8.45906537699;47.1777274265, 8.45629362711
677302.636;225780.007;660;43.499;CHAM;Cham;Hausperron;1;150.17;P 30;inkl. Hilfstritt 27 cm;;konstant;;Fertigelement;;Andere;Stahlblech;Kein;;0;35358392;677166.191;225717.504;47.1784589097, 8.45843330452;47.1779126924, 8.45662277952
675323.033;221706.729;660;48.907;RK;Rotkreuz;Hausperron;1;164.48;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35332365;675167.145;221654.27;47.1420520155, 8.43164060125;47.1415979169, 8.42957695961
