y;x;Linie;Km;BPS;BPS Name;PerronTyp;P-Nr;Kanten-L=;PK-H=;Bem Hohe;Hilfstritt;H-Verl;Bem H-Verlauf;Material;Bem Material;Kantenkrone;Bem Kantenkrone;Auftritt;Bem Auftritt;Fotos;FID;y2;x2;1_koord;2_koord
610975.126;182732.098;290;130.944;UTI;Uttigen;Mittelperron;2;270.81;P 30;;;konstant;;Fertigelement;;Beton;;Kein;;0;35359627;611029.184;182466.785;46.7956633, 7.58239019869;46.7932758235, 7.58309189919
610970.008;182730.919;290;130.944;UTI;Uttigen;Mittelperron;2;270.6;P 30;;;konstant;;Fertigelement;;Beton;;Kein;;0;35324004;611024.208;182465.8;46.7956527783, 7.58232313408;46.7932670449, 7.58302670192
614501.722;178280.681;290;136.902;TH;Thun;Zwischenperron;BLS;19.71;P 25;;;konstant;;Fertigelement;;Beton;;Kein;;0;35324086;614515.488;178266.577;46.7555539845, 7.62844168893;46.7554268149, 7.62862141896
614515.493;178266.581;290;136.922;TH;Thun;Zwischenperron;BLS;51.07;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35321838;614551.295;178230.164;46.7554268508, 7.62862148453;46.7550984877, 7.62908892277
614516.921;178227.552;299;136.948;TH;Thun;Mittelperron;4/5;245.82;P 35;;;konstant;;Ortsbeton;;Beton;;Andere;altes Perron;0;35344043;614685.004;178048.472;46.7550757382, 7.62863894294;46.7534611744, 7.63083314589
614708.907;178038.487;299;137.217;TH;Thun;Mittelperron;2/3;114.23;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35309590;614767.914;177940.902;46.7533708304, 7.63114566681;46.7524917144, 7.63191481043
619896.006;169163.53;310;11.958;FS;Faulensee;Hausperron;1;38.45;P 30;;;konstant;;Ortsbeton;;Andere;Stahl;Kein;;0;35350430;619930.162;169145.868;46.6734026602, 7.69864984193;46.6732427663, 7.69909544417
635409.053;244641.448;410;39.324;OL;Olten;Zwischenperron;2/3;217.38;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35339653;635454.837;244852.733;47.351674446, 7.90726304177;47.3535723187, 7.90788567912
635401.752;244629.67;410;39.336;OL;Olten;Zwischenperron;2/3;136.88;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35323620;635415.236;244493.496;47.3515689044, 7.907165486;47.3503434098, 7.90733318943
632593.716;243562.862;410;42.901;WBOL;Wangen bei Olten;Zwischenperron;3/4;248.89;P 30;;;nicht konstant;;Ortsbeton;;Naturstein;;Kein;;0;35312815;632411.706;243393.884;47.3421184604, 7.86992460913;47.3406075964, 7.86750399291
630722.99;242262.472;410;45.204;HAE;Hagendorf;Zwischenperron;3/4;170.32;P 30;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35310670;630570.077;242187.46;47.3305121371, 7.84508155397;47.3298445553, 7.84305349254
627371.598;240554.59;410;48.966;EG;Egerkingen;Aussenperron;2;73.69;P 25;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35370276;627306.325;240520.384;47.3152983103, 7.80064031776;47.3149933509, 7.7997749577
620738.188;237280.327;410;56.382;OEN;Oensingen;Mittelperron;3/4;391.97;P 35;;;Karrenueberfahrten;;Ortsbeton;;Naturstein;;Kein;;0;35316484;620441.328;237034.589;47.2860896592, 7.71275747463;47.2838886198, 7.70882226733
707435.23;261826.11;850;126.061;EL;Elgg;Hausperron;1;90.29;P 35;inkl. 20 cm Hilfstritt;vorhanden;konstant;;Fertigelement;;Andere;;Andere;alte Perronkante;0;35346424;707347.026;261845.414;47.4984079074, 8.86451994246;47.4985959078, 8.86335419596
707293.159;261865.146;850;126.208;EL;Elgg;Mittelperron;2/3;42.18;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35366644;707252.05;261874.016;47.4987821412, 8.86264417291;47.4988686129, 8.86210082012
698698.252;261811.875;850;135.499;WGR;Winterthur Gruze;Mittelperron;4/5;288.64;P 55;;;konstant;;Andere;;Andere;;Kein;;0;35345432;698964.486;261700.739;47.4996498682, 8.74858086469;47.4986104336, 8.75208906334
735878.401;261728.805;852;10.014;BZS;Bischofszell Stadt;Hausperron;1;14.2;P 30;;;konstant;;Fertigelement;;Beton;;Kein;;0;35339080;735867.841;261719.636;47.4922684742, 9.24187286683;47.4921882138, 9.24172997768
735801.219;261653.927;852;10.122;BZS;Bischofszell Stadt;Hilfskante;2;12.66;P 30;;;konstant;;Fertigelement;;Beton;;Kein;;0;35335903;735792.022;261645.469;47.4916111572, 9.24082611737;47.4915370068, 9.2407015301
736776.13;256196.547;852;18.55;ARN;Arnegg;Hausperron;2;92.6;P 42;;vorhanden;konstant;;Fertigelement;;Beton;;Andere;alte Perronkante;0;35368478;736750.707;256107.505;47.4423385842, 9.25208551719;47.4415432345, 9.25172128334
736892.394;252798.176;852;22.911;GSS;Gossau SG;Hausperron;1;107.58;P 42;;vorhanden;konstant;Inkl. 25 cm Hilfstritt;Fertigelement;;Beton;;Andere;alte Perronkante;0;35358267;736999.772;252804.734;47.4117573014, 9.2525847791;47.4117939308, 9.2540091454
719902.331;230935.674;853;31.059;KAB;Kaltbrunn;Hilfskante;3;13.97;P 25;;;konstant;;Fertigelement;;Beton;;Kein;;0;35321323;719890.544;230943.164;47.2184712943, 9.02167067769;47.2185407895, 9.02151709388
716823.12;231490.123;853;34.343;UZ;Uznach;Mittelperron;2/3;272.15;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35323242;716559.169;231555.138;47.2240090417, 8.98117111234;47.2246403387, 8.97770361459
755000.98;215356.174;880;4.219;TRUE;Trubbach;Hausperron;2;226.29;P 35;;;nicht konstant;;Fertigelement;;Beton;;Kein;;0;35338945;755171.736;215504.53;47.0710821806, 9.47953357178;47.0723762069, 9.48183177084
756539.544;217541.289;880;6.901;WEI;Weite;Hausperron;1;240.52;P 20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35364968;756668.789;217744.043;47.0903685807, 9.50053866586;47.0921611399, 9.50231050961
755192.07;224178.47;880;13.804;RAEF;Rafis-Burgerau;Aussenperron;1;63.89;P 20;;nicht vorhanden;konstant;;Fertigelement;;Beton;;Kein;;0;35366719;755175.337;224240.129;47.1503659668, 9.48507819302;47.1509243139, 9.48487884633
754692.513;226114.561;880;15.803;BU;Buchs SG;Mittelperron;3/4;420.62;P 55;;;konstant;;Fertigelement;;Beton;;Andere;alte Perronkante;0;35363620;754580.089;226519.805;47.1678918024, 9.47915767146;47.1715619321, 9.47781429306
759881.311;249052.327;880;41.018;ALT;Altstatten SG;Hausperron;1;53.07;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35374419;759900.839;249101.675;47.3728967446, 9.5557336436;47.3733356909, 9.55600973629
759900.839;249101.675;880;41.071;ALT;Altstatten SG;Hausperron;1;106.14;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35345492;759941.98;249199.519;47.3733356909, 9.55600973629;47.3742054149, 9.55658922705
765126.913;253312.901;880;47.864;HEBG;Heerbrugg;Mittelperron;2;219.43;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35339432;765281.198;253468.295;47.4099082269, 9.62673234722;47.4112665966, 9.62883320013
762325.968;259458.769;880;57.698;RCK;Rheineck;Hausperron;1;319.95;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35369956;762168.397;259737.228;47.4658603681, 9.59187059435;47.468402756, 9.58988274716
758084.71;261014.455;880;62.66;STA;Staad;Hausperron;2;171.87;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35361300;757923.496;260954.882;47.4808804176, 9.53618943253;47.4803835602, 9.53403025745
755669.629;260583.684;880;65.14;RS;Rorschach;Mittelperron;4/5;48.09;<=P20;16 cm;;nicht konstant;;Ortsbeton;;Naturstein;;Kein;;0;35374126;755621.995;260577.118;47.4775837468, 9.50400916478;47.47753599, 9.50337516936
755621.228;260583.051;880;65.188;RS;Rorschach;Mittelperron;4/5;46.77;P 20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;54974763;755667.182;260590.6;47.4775895141, 9.50336706918;47.4776465068, 9.50397912904
753040.223;260127.125;880;67.83;GOL;Goldach;Aussenperron;2;220.18;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35331742;752821.227;260104.516;47.474096184, 9.46898188889;47.4739438451, 9.46607005555
753041.408;260120.01;880;67.83;GOL;Goldach;Hausperron;1;220.22;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35313997;752822.379;260097.415;47.4740319376, 9.46899516041;47.4738797326, 9.46608289774
748946.456;259998.585;880;72.921;MOER;Morschwil;Aussenperron;2;57.6;<=P20;17 cm;nicht vorhanden;konstant;;Fertigelement;;Beton;;Kein;;0;35370558;748971.642;259946.785;47.4738806015, 9.41465101536;47.4734091566, 9.41496769851
747515.313;255625.081;880;78.086;SGF;St. Gallen St. Fiden;Hausperron;1;249.88;P 30;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35362111;747287.475;255523.409;47.4348801273, 9.39422626516;47.4340170055, 9.39117354087
745781.841;254427.876;880;80.333;SG;St. Gallen;Mittelperron;2/3;21.0;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35349802;745768.947;254411.302;47.4245019787, 9.37086425844;47.4243558117, 9.37068801717
752630.277;212296.531;890;0.062;SA;Sargans;Mittelperron;3/4;372.18;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35348772;752292.005;212451.058;47.0441202419, 9.44730089475;47.045587576, 9.4429029992
752632.794;212300.244;890;0.062;SA;Sargans;Mittelperron;3/4;373.23;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35324719;752294.872;212457.462;47.0441530497, 9.44733525583;47.0456445024, 9.44294286744
752290.694;212468.059;890;0.442;SA;Sargans;Hausperron;5;69.81;P 25;;;nicht konstant;;Fertigelement;;Beton;;Beton;;0;35324703;752226.455;212495.029;47.0457407515, 9.44289146825;47.0459980261, 9.44205546518
750399.797;213299.845;890;2.508;MELS;Mels;Hilfskante;2;158.58;<=P20;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35338807;750262.092;213378.488;47.0536520957, 9.41829266419;47.0543905045, 9.41650696202
744986.13;217901.776;890;9.667;FMS;Flums;Dienstperron;2;84.74;<=P20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35339346;744928.533;217963.926;47.0962406055, 9.34853750259;47.096812083, 9.34779899571
742348.73;220421.451;890;13.346;WAL;Walenstadt;Mittelperron;3/4;322.47;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;119874722;742028.902;220437.014;47.1194705737, 9.31460188619;47.119679231, 9.31039346274
738080.972;219775.01;890;17.854;UNT;Unterterzen;Mittelperron;1/2;155.3;P 20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35333571;737931.012;219734.554;47.1145616222, 9.25818130518;47.1142290889, 9.256193578
737931.064;219734.366;890;18.009;UNT;Unterterzen;Mittelperron;1/2;120.19;P 42;Inkl. 20 cm Hilfstritt;vorhanden;konstant;;Andere;;Beton;Fertigelemente;Andere;alte Perronkante;0;35323399;737815.901;219700.036;47.1142273875, 9.25619420559;47.1139426637, 9.25466673646
737815.825;219700.271;890;18.129;UNT;Unterterzen;Mittelperron;1/2;41.1;P 20;;;konstant;;Fertigelement;;Beton;;Kein;;0;35357737;737776.785;219687.518;47.1139447928, 9.25466580702;47.113838239, 9.25414766204
731599.754;220000.958;890;24.613;MH;Muhlehorn;Hausperron;1;166.02;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35324668;731434.314;220005.471;47.1179137971, 9.17286989629;47.1179872537, 9.17069172721
723164.18;221747.43;890;33.412;ZB;Ziegelbrucke;Mittelperron;5/6;51.0;P 35;;;Karrenueberfahrten;;Ortsbeton;;Naturstein;;Kein;;0;35312669;723124.921;221779.966;47.1352431243, 9.062213796;47.1355430237, 9.06170529282
756859.583;208760.863;900;5.453;BRAG;Bad Ragaz;Mittelperron;3/4;394.92;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35330085;757237.942;208660.699;47.0113402876, 9.50171132054;47.0103500154, 9.50665062418
760931.526;204086.868;900;12.198;LQ;Landquart;Mittelperron;2/3;415.8;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35356426;760996.318;203676.159;46.9683368305, 9.55358451457;46.9646280714, 9.55429006158
759575.16;191458.161;900;25.433;CH;Chur;Mittelperron;7/8;82.81;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35327967;759527.302;191390.808;46.8551066683, 9.53134135638;46.8545125033, 9.53069048204
759531.928;191435.411;900;25.476;CH;Chur;Mittelperron;11/12;382.71;P 25;;;konstant;;Fertigelement;;Beton;;Kein;;0;35367868;759240.092;191188.035;46.8549124692, 9.53076671519;46.852757971, 9.52685499219
759568.863;191383.922;900;25.495;CH;Chur;Zwischenperron;1;254.15;P 20;;;Karrenueberfahrten;Centerpasage;Fertigelement;;Beton;;Kein;;0;35332855;759398.283;191200.079;46.8544406133, 9.53123285033;46.8528283786, 9.52893268242
759405.47;191267.504;900;25.688;CH;Chur;Hausperron;4/5;97.64;P 55;;;konstant;;Fertigelement;;Beton;;Beton;;0;35308961;759330.542;191204.897;46.8534329502, 9.52905044192;46.8528879342, 9.52804645077
759330.542;191204.897;900;25.785;CH;Chur;Hausperron;4/5;173.19;P 25;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35368163;759202.305;191089.026;46.8528879342, 9.52804645077;46.8518767146, 9.52632515474
759187.314;191142.967;920;14.086;CH;Chur;Mittelperron;9/10;36.49;P 25;;;konstant;;Fertigelement;;Beton;;Kein;;0;35319014;759156.113;191124.043;46.8523653476, 9.52614748247;46.8522026474, 9.52573191819
554178.894;146026.783;100;18.25;VV;Vevey;Mittelperron;3/4/5;250.55;P 55;V 4-5;;konstant;;Ortsbeton;;Beton;;Andere;Granit;0;35313390;554374.887;145870.92;46.4639961035, 6.84213580128;46.4626074665, 6.8447025634
554416.098;145822.0;100;18.563;VV;Vevey;Hausperron;1;54.94;P 20;V 1;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35313375;554463.136;145793.617;46.4621702252, 6.84524384728;46.4619181159, 6.84585894856
558135.543;143688.522;100;22.939;CL;Clarens;Aussenperron;2;241.56;P 30;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35314249;558369.407;143628.053;46.443222043, 6.89385415984;46.4426927025, 6.8969028121
559371.423;142998.917;100;24.399;MX;Montreux;Zwischenperron;2;404.98;P 55;;;konstant;;Fertigelement;;Beton;;Andere;Ancien quai;0;35364044;559522.65;142623.237;46.4370950041, 6.9099969489;46.4337247773, 6.91199749668
559438.71;142897.149;100;24.518;MX;Montreux;Zwischenperron;4;56.5;P 20;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35314148;559475.724;142854.478;46.4361836437, 6.910881367;46.4358020445, 6.91136669829
560698.289;140892.529;100;27.017;VEY;Veytaux-Chillon;Aussenperron;2;161.61;P 20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35370683;560728.691;140734.368;46.4182264465, 6.9274402046;46.4168055056, 6.92784906338
560662.069;138861.267;100;29.166;VIL;Villeneuve;Mittelperron;2/3;274.3;P 20;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35339747;560661.924;138587.252;46.3999522354, 6.92714178863;46.397487343, 6.92716318999
560580.622;134363.832;100;33.742;ROC;Roche VD;Hausperron;1;244.01;P 25;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35311484;560685.498;134143.508;46.3594910609, 6.92646551319;46.3575153169, 6.92784681818
563449.502;129457.078;100;39.464;AIG;Aigle;Mittelperron;2/3;75.37;P 35;;;Andere;;Fertigelement;;Beton;;Andere;;0;35330900;563475.949;129386.509;46.3155153224, 6.96412668018;46.3148819642, 6.96447557226
566294.29;118559.734;100;51.425;SM;St-Maurice;Mittelperron;2/3;274.84;P 30;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35335607;566288.955;118285.641;46.2176377589, 7.00184828257;46.2151719002, 7.00179898144
566276.615;118471.486;100;51.513;SM;St-Maurice;Aussenperron;3;150.1;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35374315;566279.182;118321.517;46.2168430402, 7.00162562284;46.2154941301, 7.00166974323
566288.955;118285.641;100;51.697;SM;St-Maurice;Mittelperron;2/3;65.04;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35373388;566292.6;118220.702;46.2151719002, 7.00179898144;46.2145879276, 7.00185091292
572065.075;106137.122;100;66.357;MA;Martigny;Zwischenperron;2/3;375.63;P 20;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35355435;572437.579;106144.266;46.106155636, 7.0773753571;46.1062352779, 7.08219232768
572089.062;106112.211;100;66.385;MA;Martigny;Zwischenperron;MC 2;50.23;P 42;;;konstant;;Fertigelement;;Beton;;Kein;;0;35324120;572137.631;106099.679;46.1059325472, 7.07768705502;46.1058218315, 7.07831591563
572117.12;106120.865;100;66.411;MA;Martigny;Hausperron;1;149.4;P 55;;;konstant;;Ortsbeton;;Beton;elements prefabriques;Gitterrost;;0;35330303;572266.148;106112.797;46.1060115582, 7.07804939619;46.1059451487, 7.07997716757
584677.772;115224.047;100;82.031;CHA;Chamoson;Aussenperron;2;150.22;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35310983;584786.23;115327.98;46.1883034676, 7.2401909102;46.1892408747, 7.24159226525
589598.532;118263.031;100;87.965;CHF;Chateauneuf-Conthey;Aussenperron;2;151.83;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35346778;589743.688;118307.568;46.2157354516, 7.30385686617;46.2161383325, 7.30573690113
589632.44;118280.998;100;88.002;CHF;Chateauneuf-Conthey;Hausperron;1;152.68;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35323672;589778.413;118325.769;46.2158976024, 7.304295865;46.2163025934, 7.30618649095
593650.82;119492.629;100;92.199;SIO;Sion;Mittelperron;2/3;130.13;P 30;;;konstant;;Fertigelement;;Beton;;Kein;;0;35321543;593776.295;119526.483;46.2268473063, 7.35635202893;46.2271530296, 7.35797788758
593776.295;119526.483;100;92.329;SIO;Sion;Hausperron;1;149.78;P 55;;;konstant;;Fertigelement;;Beton;;Kein;;0;35321561;593921.96;119561.341;46.2271530296, 7.35797788758;46.2274679459, 7.35986544226
610645.89;128637.017;100;112.147;SAL;Salgesch;Hausperron;1;31.48;P 35;;;konstant;;Fertigelement;;Beton;;Kein;;0;35312740;610677.044;128641.527;46.3090540368, 7.57683731332;46.3090941156, 7.57724182214
619986.211;128681.973;100;121.994;TUR;Turtmann;Aussenperron;2;260.16;P 30;;;Karrenueberfahrten;;Ortsbeton;;Naturstein;;Kein;;0;35347098;620242.516;128726.149;46.3092463595, 7.69808430705;46.3096360963, 7.70141328265
620037.826;128682.69;100;122.045;TUR;Turtmann;Hausperron;1;50.18;P 30;;;konstant;;Fertigelement;;Beton;;Kein;;0;35354943;620087.16;128691.872;46.3092512763, 7.6987543452;46.3093324047, 7.69939513827
627820.269;128382.311;100;129.955;RAR;Raron;Mittelperron;2/3;261.01;P 42;;;konstant;;Ortsbeton;;Naturstein;Granit;Kein;;0;35324390;628079.397;128411.029;46.3062726606, 7.79975880332;46.3065202347, 7.80312403599
642108.853;129947.926;100;145.338;BR;Brig;Mittelperron;3/4;398.53;P 55;;;Karrenueberfahrten;;Fertigelement;;Andere;Fertigelement;Andere;Granit-ehem.Perron;0;35344114;642507.338;129946.976;46.3196134428, 7.98536503535;46.3195798238, 7.99053851786
607451.814;126837.65;108;108.345;SIE;Sierre/Siders;;;420.01;P 55;;;konstant;;Ortsbeton;;Beton;;Andere;Ancien quai granit;0;35324275;607086.477;126630.584;46.2929103381, 7.53534686;46.2910515684, 7.53060275266
552835.34;146763.874;111;1.769;CORS;Corseaux-Cornalles;Aussenperron;1;70.43;P 55;;;konstant;;Fertigelement;;Andere;Element prefabrique;Gitterrost;;0;35319585;552779.523;146806.827;46.4705330395, 6.82457066032;46.4709154752, 6.82383957639
553908.805;154733.435;117;0.056;PAL;Palezieux;Zwischenperron;GFM;68.16;P 25;;;konstant;;Fertigelement;;Beton;;Kein;;0;35339777;553904.163;154665.434;46.5422968227, 6.83774983766;46.5416848111, 6.83769612801
562749.581;122788.885;131;6.025;MTH;Monthey;Zwischenperron;2;119.75;<=P20;;;konstant;;Mauerwerk;;Naturstein;;Kein;;0;35347933;562677.55;122884.553;46.2554934131, 6.95557461707;46.2563499844, 6.95463285518
562266.51;124430.195;131;7.794;CBY;Collombey;Zwischenperron;1;150.27;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;35344890;562225.295;124574.549;46.2702307089, 6.94917708346;46.2715269157, 6.94863074262
537755.213;152036.475;150;0.112;LS;Lausanne;Mittelperron;7/8;57.09;P 35;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35341755;537701.753;152056.392;46.516726796, 6.62753292533;46.5169009687, 6.62683365106
535961.215;153126.097;150;2.244;PRMA;Prilly-Malley;Aussenperron;3;219.95;P 55;;;konstant;;Fertigelement;;Beton;;Gitterrost;;0;60174640;535765.33;153226.118;46.5263584897, 6.60400588047;46.5272393789, 6.60143911763
534167.576;154272.328;150;4.38;REN;Renens VD;Mittelperron;2/3;61.49;P 25;;;konstant;;Ortsbeton;;Naturstein;;Kein;;0;35373257;534116.689;154306.838;46.5364945412, 6.58046705483;46.5367999426, 6.57979882598
533999.005;154371.342;150;4.574;REN;Renens VD;Zwischenperron;TL 1;65.67;P 55;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35373241;533948.116;154412.813;46.5373685398, 6.57825560715;46.5377365425, 6.57758633131
531190.117;153524.782;150;8.275;DEN;Denges-Echandens;Aussenperron;2;230.87;P 20;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35352674;530982.086;153425.283;46.5294702465, 6.54176862595;46.5285537913, 6.53907227112
531119.431;153493.782;150;8.352;DEN;Denges-Echandens;Hausperron;1;82.15;P 35;;;konstant;;Fertigelement;;Andere;Element prefabrique;Kein;;0;35310103;531045.262;153458.492;46.5291841163, 6.54085201279;46.5288590306, 6.53989065778
529557.098;152872.013;150;10.037;LON;Lonay-Preverenges;Aussenperron;2;14.45;P 20;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35318596;529544.364;152865.175;46.5234283931, 6.5205854156;46.5233655427, 6.5204205182
528689.788;152344.453;150;11.053;STJ;Morges-St-Jean;Aussenperron;1;242.97;P 20;;;konstant;;Ortsbeton;;Beton;;Kein;;0;35310061;528484.134;152215.064;46.5185909974, 6.50936472356;46.5174051676, 6.5067050662
527615.663;151667.852;150;12.322;MOR;Morges;Mittelperron;4/5;241.85;P 25;;;konstant;;Fertigelement;;Beton;;Kein;;0;35348040;527432.237;151510.408;46.5123895049, 6.49547482032;46.5109534103, 6.49310978044
527597.559;151618.862;150;12.368;MOR;Morges;Aussenperron;1;227.51;P 30;;;konstant;;Fertigelement;;Beton;;Kein;;0;35321816;527426.884;151468.421;46.511946881, 6.49524663669;46.5105751581, 6.49304664398
527436.127;151506.435;150;12.563;MOR;Morges;Mittelperron;4/5;22.26;P 30;;;Karrenueberfahrten;;Fertigelement;;Beton;;Kein;;0;35322153;527419.848;151491.256;46.5109180958, 6.49316108564;46.5107797936, 6.49295138487
522410.803;147578.018;150;19.254;ETOY;Etoy;Aussenperron;2;14.3;P 30;;;nicht konstant;;Fertigelement;;Beton;;Kein;;0;35348147;522396.706;147580.402;46.475017973, 6.42835019786;46.4750377811, 6.4281662603
